Country,Question_Number,Question_Answer,Percentage,HAPPINESS_2019_Score,HAPPINESS_2019_GDP.per.capita,HAPPINESS_2019_Social.support,HAPPINESS_2019_Healthy.life.expectancy,HAPPINESS_2019_Freedom.to.make.life.choices,HAPPINESS_2019_Generosity,HAPPINESS_2019_Perceptions.of.corruption,Strategic_Dev,Battles,Protests,Explosions_Remote_Violence,Riots,Violence_Against_Civ,cluster,mean_cluster_add_Total_AVG_polarity_avf,mean_cluster_add_Total_AVG_subjectivity_avg
Palestine,Q516A,"1","0.243481749","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q516A,"2","0.176895307","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q516A,"3","0.52426795","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q516A,"98","0.052948255","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q516A,"99","0.002406739","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q512,"0","0.074608905","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q512,"1","0.03569996","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q512,"2","0.059366225","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q512,"3","0.066185319","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q512,"4","0.085840353","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q512,"5","0.179302046","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q512,"6","0.127958283","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q512,"7","0.132771761","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q512,"8","0.101885279","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q512,"9","0.048937024","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q512,"10","0.048535901","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q512,"96","0.01403931","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q512,"98","0.024468512","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q512,"99","0.000401123","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q515A2,"1","0.283594063","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q515A2,"2","0.145206578","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q515A2,"3","0.349378259","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q515A2,"4","0.175691937","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q515A2,"98","0.043722423","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q515A2,"99","0.002005616","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q511,"0","0.118331328","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q511,"1","0.070597673","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q511,"2","0.092659446","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q511,"3","0.125952667","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q511,"4","0.119133574","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q511,"5","0.194143602","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q511,"6","0.105495387","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q511,"7","0.08543923","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q511,"8","0.03569996","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q511,"9","0.018451665","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q511,"10","0.008423586","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q511,"96","0.009626955","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q511,"98","0.016044926","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Palestine,Q511,"99","0","4.696","0.657","1.247","0.672","0.225","0.103","0.066","0.144054327","0.047825459","0.138563791","0.109810721","0.407744546","0.152001156","4","0.071","0.235"
Jordan,Q516A,"1","0.149583333","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q516A,"2","0.0625","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q516A,"3","0.724583333","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q516A,"98","0.05375","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q516A,"99","0.009583333","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q512,"0","0.069583333","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q512,"1","0.02125","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q512,"2","0.034166667","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q512,"3","0.045416667","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q512,"4","0.055833333","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q512,"5","0.19625","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q512,"6","0.095833333","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q512,"7","0.147083333","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q512,"8","0.124166667","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q512,"9","0.06875","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q512,"10","0.117916667","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q512,"96","0.006666667","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q512,"98","0.017083333","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q512,"99","0","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q515A2,"1","0.257916667","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q515A2,"2","0.16375","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q515A2,"3","0.47875","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q515A2,"4","0.056666667","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q515A2,"98","0.04","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q515A2,"99","0.002916667","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q511,"0","0.067916667","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q511,"1","0.031666667","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q511,"2","0.03875","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q511,"3","0.06375","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q511,"4","0.074166667","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q511,"5","0.251666667","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q511,"6","0.102083333","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q511,"7","0.143333333","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q511,"8","0.10625","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q511,"9","0.043333333","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q511,"10","0.054166667","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q511,"96","0.00875","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q511,"98","0.014166667","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Jordan,Q511,"99","0","4.906","0.837","1.225","0.815","0.383","0.11","0.13","0.112651646","0.027729636","0.717504333","0.034662045","0.090121317","0.017331023","5","0.081666667","0.244333333"
Lebanon,Q516A,"1","0.195416667","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q516A,"2","0.2","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q516A,"3","0.572916667","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q516A,"98","0.029583333","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q516A,"99","0.002083333","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q512,"0","0.059583333","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q512,"1","0.04","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q512,"2","0.080833333","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q512,"3","0.07375","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q512,"4","0.06875","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q512,"5","0.130416667","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q512,"6","0.111666667","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q512,"7","0.133333333","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q512,"8","0.163333333","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q512,"9","0.06125","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q512,"10","0.061666667","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q512,"96","0.01375","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q512,"98","0.001666667","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q512,"99","0","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q515A2,"1","0.2325","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q515A2,"2","0.177083333","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q515A2,"3","0.42625","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q515A2,"4","0.138333333","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q515A2,"98","0.02375","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q515A2,"99","0.002083333","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q511,"0","0.07375","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q511,"1","0.052083333","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q511,"2","0.116666667","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q511,"3","0.127916667","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q511,"4","0.12375","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q511,"5","0.15625","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q511,"6","0.138333333","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q511,"7","0.121666667","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q511,"8","0.052916667","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q511,"9","0.017916667","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q511,"10","0.003333333","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q511,"96","0.014583333","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q511,"98","0.000833333","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Lebanon,Q511,"99","0","5.197","0.987","1.224","0.815","0.216","0.166","0.027","0.049658314","0.054214123","0.68929385","0.045102506","0.145558087","0.016173121","5","0.081666667","0.244333333"
Morocco,Q516A,"1","0.222916667","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q516A,"2","0.154166667","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q516A,"3","0.530833333","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q516A,"98","0.078333333","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q516A,"99","0.01375","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q512,"0","0.031666667","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q512,"1","0.007083333","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q512,"2","0.020833333","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q512,"3","0.0175","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q512,"4","0.0225","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q512,"5","0.05","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q512,"6","0.056666667","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q512,"7","0.107916667","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q512,"8","0.135833333","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q512,"9","0.103333333","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q512,"10","0.245","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q512,"96","0.079583333","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q512,"98","0.114166667","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q512,"99","0.007916667","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q515A2,"1","0.374166667","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q515A2,"2","0.13375","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q515A2,"3","0.270833333","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q515A2,"4","0.129583333","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q515A2,"98","0.072083333","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q515A2,"99","0.019583333","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
Morocco,Q511,"0","0.11125","5.208","0.801","0.782","0.782","0.418","0.036","0.076","0.019843656","0.004810583","0.906794949","0.001202646","0.054720385","0.012627781","3","0.06","0.242333333"
